Agency;Distribution;Industry;LOB;Master Agency;Office;Pol Eff Yrmo;Pol Proc Yrmo;POL_EFF_Yr;Policy ID;Risk State;Snapshot Date;F23;Issues;New Issued Premium;Number of Records;Quotes;Rateable Manual Premium;Rateable Manual Schedule Premium
H6;Agency Plant;Retail Trade;WC;Master Agent H;SE;1.10.2018;1.06.2018;2018;25433458;CA;12/31/2018;;1;1248,86;1;1;1523;1248,86
V1;Agency Plant;Retail Trade;WC;Master Agent V;SE;1.12.2018;1.06.2018;2018;67294522;MS;12/31/2018;;1;7375;1;1;7375;7375
Q7;Agency Plant;Retail Trade;WC;Master Agent Q;SE;1.01.2018;1.07.2018;2018;70232427;IL;12/31/2018;;1;2937,37;1;1;3539;2937,37
B1;Agency Plant;Retail Trade;WC;Master Agent B;SE;1.10.2018;1.07.2018;2018;109212260;NY;12/31/2018;;1;5137,6;1;1;5408;5137,6
L4;Agency Plant;Retail Trade;WC;Master Agent L;SE;1.05.2018;1.08.2018;2018;71911752;NY;12/31/2018;;1;2357,21;1;1;2203;2357,21
S6;Agency Plant;Retail Trade;WC;Master Agent S;SE;1.10.2018;1.08.2018;2018;41793265;MI;12/31/2018;;1;2204,58;1;1;2534;2204,58
P6;Agency Plant;Retail Trade;WC;Master Agent P;SE;1.12.2018;1.08.2018;2018;34643283;VA;12/31/2018;;1;2014,08;1;1;2098;2014,08
F1;Agency Plant;Retail Trade;WC;Master Agent F;SE;1.01.2018;1.09.2018;2018;117721332;NY;12/31/2018;;1;7694,1;1;1;7470;7694,1
Z8;Agency Plant;Retail Trade;WC;Master Agent Z;SE;1.03.2018;1.09.2018;2018;7368677;TX;12/31/2018;;1;4371,84;1;1;4048;4371,84
N3;Agency Plant;Retail Trade;WC;Master Agent N;SE;1.06.2018;1.09.2018;2018;52481631;TX;12/31/2018;;1;5314,84;1;1;5777;5314,84
P6;Agency Plant;Retail Trade;WC;Master Agent P;SE;1.07.2018;1.09.2018;2018;92723453;TN;12/31/2018;;1;4884,36;1;1;5252;4884,36
F2;Agency Plant;Retail Trade;WC;Master Agent F;SE;1.09.2018;1.09.2018;2018;6027212;CT;12/31/2018;;1;3254,16;1;1;4172;3254,16
G6;Agency Plant;Retail Trade;WC;Master Agent G;SE;1.01.2018;1.10.2018;2018;59363903;GA;12/31/2018;;1;5895,8;1;1;7190;5895,8
E8;Agency Plant;Retail Trade;WC;Master Agent E;SE;1.03.2018;1.10.2018;2018;120631919;DC;12/31/2018;;1;6376,08;1;1;6856;6376,08
A8;Agency Plant;Retail Trade;WC;Master Agent A;SE;1.08.2018;1.10.2018;2018;24414395;GA;12/31/2018;;1;4898,1;1;1;5630;4898,1
S8;Agency Plant;Retail Trade;WC;Master Agent S;SE;1.09.2018;1.10.2018;2018;11113015;CA;12/31/2018;;1;4084,5;1;1;3890;4084,5
J3;Agency Plant;Retail Trade;WC;Master Agent J;SE;1.10.2018;1.10.2018;2018;67893296;NJ;12/31/2018;;1;6001,72;1;1;7897;6001,72
P1;Agency Plant;Retail Trade;WC;Master Agent P;SE;1.12.2018;1.10.2018;2018;105571254;IL;12/31/2018;;1;2479,62;1;1;3179;2479,62
Z5;Agency Plant;Retail Trade;WC;Master Agent Z;SE;1.12.2018;1.10.2018;2018;5189902;TX;12/31/2018;;1;6865,95;1;1;6539;6865,95
A6;Agency Plant;Retail Trade;WC;Master Agent A;SE;1.03.2018;1.11.2018;2018;64112695;CA;12/31/2018;;1;5349,63;1;1;6149;5349,63
X1;Agency Plant;Retail Trade;WC;Master Agent X;SE;1.06.2018;1.11.2018;2018;27213886;IA;12/31/2018;;1;7530,6;1;1;6846;7530,6
X5;Agency Plant;Retail Trade;WC;Master Agent X;SE;1.03.2018;1.12.2018;2018;97424159;WY;12/31/2018;;1;1503,75;1;1;2005;1503,75
L4;Agency Plant;Retail Trade;WC;Master Agent L;SE;1.05.2018;1.12.2018;2018;59142515;TX;12/31/2018;;1;4769,28;1;1;5888;4769,28
R6;Agency Plant;Retail Trade;WC;Master Agent R;SE;1.08.2018;1.12.2018;2018;44531464;FL;12/31/2018;;1;5912,64;1;1;6159;5912,64
R3;Agency Plant;Technology;WC;Master Agent R;SE;1.06.2018;1.02.2018;2018;38962896;TX;12/31/2018;;1;1684,8;1;1;2106;1684,8
P5;Agency Plant;Technology;WC;Master Agent P;SE;1.08.2018;1.03.2018;2018;10471296;NC;12/31/2018;;1;2052,34;1;1;2306;2052,34
J2;Agency Plant;Technology;WC;Master Agent J;SE;1.10.2018;1.03.2018;2018;81313934;FL;12/31/2018;;1;683,52;1;1;712;683,52
A7;Agency Plant;Technology;WC;Master Agent A;SE;1.02.2018;1.04.2018;2018;91601755;SC;12/31/2018;;1;2890;1;1;3400;2890
M8;Agency Plant;Technology;WC;Master Agent M;SE;1.02.2018;1.04.2018;2018;63592583;FL;12/31/2018;;1;1891,5;1;1;2522;1891,5
H5;Agency Plant;Technology;WC;Master Agent H;SE;1.07.2018;1.04.2018;2018;107203920;NY;12/31/2018;;1;1364,22;1;1;1749;1364,22
H4;Agency Plant;Technology;WC;Master Agent H;SE;1.08.2018;1.05.2018;2018;47634464;MT;12/31/2018;;1;4617,28;1;1;4912;4617,28
A4;Agency Plant;Technology;WC;Master Agent A;SE;1.02.2018;1.06.2018;2018;87423807;NC;12/31/2018;;1;1593,41;1;1;1547;1593,41
S7;Agency Plant;Technology;WC;Master Agent S;SE;1.02.2018;1.06.2018;2018;61011276;MS;12/31/2018;;1;2388,75;1;1;2275;2388,75
J5;Agency Plant;Technology;WC;Master Agent J;SE;1.07.2018;1.06.2018;2018;10668882;TX;12/31/2018;;1;2762,35;1;1;2735;2762,35
L5;Agency Plant;Technology;WC;Master Agent L;SE;1.10.2018;1.06.2018;2018;69112778;NJ;12/31/2018;;1;1499,9;1;1;1415;1499,9
P6;Agency Plant;Technology;WC;Master Agent P;SE;1.11.2018;1.06.2018;2018;2306833;GA;12/31/2018;;1;1007,64;1;1;1244;1007,64
H6;Agency Plant;Technology;WC;Master Agent H;SE;1.06.2018;1.07.2018;2018;80372993;WA;12/31/2018;;1;2100,6;1;1;1945;2100,6
O3;Agency Plant;Technology;WC;Master Agent O;SE;1.06.2018;1.07.2018;2018;8061156;VA;12/31/2018;;1;2803,58;1;1;3419;2803,58
R5;Agency Plant;Technology;WC;Master Agent R;SE;1.08.2018;1.07.2018;2018;42034035;NY;12/31/2018;;1;4275,76;1;1;4408;4275,76
I1;Agency Plant;Technology;WC;Master Agent I;SE;1.04.2018;1.08.2018;2018;12701824;NJ;12/31/2018;;1;3198,15;1;1;3105;3198,15
N4;Agency Plant;Technology;WC;Master Agent N;SE;1.04.2018;1.08.2018;2018;42123397;TX;12/31/2018;;1;1292,76;1;1;1539;1292,76
M4;Agency Plant;Technology;WC;Master Agent M;SE;1.07.2018;1.08.2018;2018;11037255;FL;12/31/2018;;1;2116,5;1;1;2075;2116,5
E1;Agency Plant;Technology;WC;Master Agent E;SE;1.08.2018;1.08.2018;2018;71304171;OR;12/31/2018;;1;2716,26;1;1;2663;2716,26
R5;Agency Plant;Technology;WC;Master Agent R;SE;1.11.2018;1.08.2018;2018;95894141;TX;12/31/2018;;1;2899,2;1;1;3020;2899,2
U1;Agency Plant;Technology;WC;Master Agent U;SE;1.03.2018;1.09.2018;2018;89012051;SC;12/31/2018;;1;2551,71;1;1;2933;2551,71
B6;Agency Plant;Technology;WC;Master Agent B;SE;1.03.2018;1.10.2018;2018;39411481;CT;12/31/2018;;1;755,92;1;1;859;755,92
E1;Agency Plant;Technology;WC;Master Agent E;SE;1.04.2018;1.10.2018;2018;7955457;WA;12/31/2018;;1;2913,57;1;1;2943;2913,57
Z7;Agency Plant;Technology;WC;Master Agent Z;SE;1.04.2018;1.10.2018;2018;40663162;ID;12/31/2018;;1;3947,4;1;1;4590;3947,4
M7;Agency Plant;Technology;WC;Master Agent M;SE;1.08.2018;1.10.2018;2018;115011454;NY;12/31/2018;;1;4723,47;1;1;5079;4723,47
G8;Agency Plant;Technology;WC;Master Agent G;SE;1.09.2018;1.10.2018;2018;7519775;CT;12/31/2018;;1;1821,74;1;1;2306;1821,74
A5;Agency Plant;Technology;WC;Master Agent A;SE;1.01.2018;1.12.2018;2018;101081552;NY;12/31/2018;;1;538,56;1;1;544;538,56
X3;Agency Plant;Technology;WC;Master Agent X;SE;1.03.2018;1.12.2018;2018;96592674;FL;12/31/2018;;1;2287,6;1;1;2660;2287,6
Y3;Agency Plant;Transportation;WC;Master Agent Y;SE;1.12.2018;1.01.2018;2018;52841809;FL;12/31/2018;;1;2088,24;1;1;2373;2088,24
R5;Agency Plant;Transportation;WC;Master Agent R;SE;1.04.2018;1.03.2018;2018;29034386;OR;12/31/2018;;1;3680,22;1;1;4434;3680,22
B1;Agency Plant;Transportation;WC;Master Agent B;SE;1.08.2018;1.03.2018;2018;12093352;CT;12/31/2018;;1;3973,21;1;1;4787;3973,21
U1;Agency Plant;Transportation;WC;Master Agent U;SE;1.03.2018;1.07.2018;2018;94732619;WA;12/31/2018;;1;5791,91;1;1;5413;5791,91
P2;Agency Plant;Transportation;WC;Master Agent P;SE;1.02.2018;1.08.2018;2018;250589;MD;12/31/2018;;1;2359,53;1;1;2913;2359,53
C8;Agency Plant;Transportation;WC;Master Agent C;SE;1.11.2018;1.10.2018;2018;120173194;NM;12/31/2018;;1;4186,86;1;1;4502;4186,86
R7;Agency Plant;Wholesale Trade;WC;Master Agent R;SE;1.12.2018;1.01.2018;2018;47022665;WA;12/31/2018;;1;4256,28;1;1;3941;4256,28
I6;Agency Plant;Wholesale Trade;WC;Master Agent I;SE;1.03.2018;1.02.2018;2018;76201672;FL;12/31/2018;;1;5800,5;1;1;6445;5800,5
G3;Agency Plant;Wholesale Trade;WC;Master Agent G;SE;1.06.2018;1.02.2018;2018;111203567;VA;12/31/2018;;1;5136,04;1;1;5644;5136,04
P7;Agency Plant;Wholesale Trade;WC;Master Agent P;SE;1.12.2018;1.03.2018;2018;18851220;FL;12/31/2018;;1;7761,89;1;1;7121;7761,89
C8;Agency Plant;Wholesale Trade;WC;Master Agent C;SE;1.12.2018;1.04.2018;2018;6509796;FL;12/31/2018;;1;5477,34;1;1;6369;5477,34
E4;Agency Plant;Wholesale Trade;WC;Master Agent E;SE;1.02.2018;1.05.2018;2018;118581246;TX;12/31/2018;;1;1840,9;1;1;2245;1840,9
M4;Agency Plant;Wholesale Trade;WC;Master Agent M;SE;1.03.2018;1.05.2018;2018;4580404;CA;12/31/2018;;1;4268,16;1;1;5616;4268,16
I3;Agency Plant;Wholesale Trade;WC;Master Agent I;SE;1.08.2018;1.05.2018;2018;71671939;TX;12/31/2018;;1;1942,08;1;1;1904;1942,08
Q7;Agency Plant;Wholesale Trade;WC;Master Agent Q;SE;1.01.2018;1.06.2018;2018;7509107;ME;12/31/2018;;1;6600;1;1;7500;6600
O1;Agency Plant;Wholesale Trade;WC;Master Agent O;SE;1.02.2018;1.07.2018;2018;170344;RI;12/31/2018;;1;4102,49;1;1;3983;4102,49
J8;Agency Plant;Wholesale Trade;WC;Master Agent J;SE;1.03.2018;1.07.2018;2018;59213904;TX;12/31/2018;;1;3785,57;1;1;3473;3785,57
X4;Agency Plant;Wholesale Trade;WC;Master Agent X;SE;1.09.2018;1.07.2018;2018;72981082;CA;12/31/2018;;1;3848,5;1;1;4475;3848,5
J2;Agency Plant;Wholesale Trade;WC;Master Agent J;SE;1.08.2018;1.08.2018;2018;1754599;TX;12/31/2018;;1;1603,44;1;1;1572;1603,44
C8;Agency Plant;Wholesale Trade;WC;Master Agent C;SE;1.09.2018;1.08.2018;2018;87093806;SC;12/31/2018;;1;6278,09;1;1;6899;6278,09
E2;Agency Plant;Wholesale Trade;WC;Master Agent E;SE;1.09.2018;1.08.2018;2018;393709;IN;12/31/2018;;1;4970,72;1;1;5288;4970,72
S7;Agency Plant;Wholesale Trade;WC;Master Agent S;SE;1.06.2018;1.09.2018;2018;2161533;TX;12/31/2018;;1;7886,1;1;1;8130;7886,1
S7;Agency Plant;Wholesale Trade;WC;Master Agent S;SE;1.12.2018;1.09.2018;2018;119481193;MT;12/31/2018;;1;2691,65;1;1;2665;2691,65
C6;Agency Plant;Wholesale Trade;WC;Master Agent C;SE;1.08.2018;1.10.2018;2018;81421968;NJ;12/31/2018;;1;3448,17;1;1;3483;3448,17
F4;Agency Plant;Wholesale Trade;WC;Master Agent F;SE;1.09.2018;1.10.2018;2018;111001383;MA;12/31/2018;;1;8238,54;1;1;8077;8238,54
G6;Agency Plant;Wholesale Trade;WC;Master Agent G;SE;1.08.2018;1.11.2018;2018;40313889;TX;12/31/2018;;1;2152,7;1;1;2090;2152,7
S2;Agency Plant;Wholesale Trade;WC;Master Agent S;SE;1.05.2018;1.12.2018;2018;94401709;TN;12/31/2018;;1;5760,88;1;1;5384;5760,88
D2;Agency Plant;Wholesale Trade;WC;Master Agent D;SE;1.09.2018;1.12.2018;2018;23833759;TN;12/31/2018;;1;2171,2;1;1;2714;2171,2
Z7;Agency Plant;Agriculture;WC;Master Agent Z;WE;1.07.2018;1.01.2018;2018;74424314;NC;12/31/2018;;1;7274,78;1;1;6863;7274,78
S1;Agency Plant;Agriculture;WC;Master Agent S;WE;1.11.2018;1.02.2018;2018;7033720;ND;12/31/2018;;1;10663,47;1;1;9783;10663,47
Z2;Agency Plant;Agriculture;WC;Master Agent Z;WE;1.11.2018;1.09.2018;2018;36352121;CT;12/31/2018;;1;9734,65;1;1;10247;9734,65
F7;Agency Plant;Agriculture;WC;Master Agent F;WE;1.02.2018;1.10.2018;2018;9073499;GA;12/31/2018;;1;5431,14;1;1;5486;5431,14
K6;Agency Plant;Agriculture;WC;Master Agent K;WE;1.03.2018;1.11.2018;2018;107842332;GA;12/31/2018;;1;11133,1;1;1;10121;11133,1
I8;Agency Plant;Agriculture;WC;Master Agent I;WE;1.08.2018;1.11.2018;2018;40174397;GA;12/31/2018;;1;8163,61;1;1;8971;8163,61
L7;Agency Plant;Agriculture;WC;Master Agent L;WE;1.01.2018;1.12.2018;2018;24762583;PA;12/31/2018;;1;4062,85;1;1;4895;4062,85
V6;Agency Plant;Construction;WC;Master Agent V;WE;1.07.2018;1.05.2018;2018;93994192;MD;12/31/2018;;1;14110,95;1;1;15855;14110,95
A8;Agency Plant;Construction;WC;Master Agent A;WE;1.09.2018;1.06.2018;2018;59142854;FL;12/31/2018;;1;11197,2;1;1;13330;11197,2
C3;Agency Plant;Construction;WC;Master Agent C;WE;1.03.2018;1.08.2018;2018;120924387;CT;12/31/2018;;1;10365,6;1;1;9872;10365,6
A1;Agency Plant;Construction;WC;Master Agent A;WE;1.05.2018;1.08.2018;2018;317220;ME;12/31/2018;;1;10271,38;1;1;10481;10271,38
M7;Agency Plant;Construction;WC;Master Agent M;WE;1.09.2018;1.10.2018;2018;107204064;VA;12/31/2018;;1;9422,97;1;1;10831;9422,97
A6;Agency Plant;Consulting;WC;Master Agent A;WE;1.09.2018;1.01.2018;2018;63791812;FL;12/31/2018;;1;2846,2;1;1;2996;2846,2
Z4;Agency Plant;Consulting;WC;Master Agent Z;WE;1.10.2018;1.02.2018;2018;5762725;NM;12/31/2018;;1;4753,89;1;1;5869;4753,89
V1;Agency Plant;Consulting;WC;Master Agent V;WE;1.09.2018;1.03.2018;2018;121171274;LA;12/31/2018;;1;1783,82;1;1;2258;1783,82
P5;Agency Plant;Consulting;WC;Master Agent P;WE;1.03.2018;1.08.2018;2018;98884516;CT;12/31/2018;;1;2239,24;1;1;2516;2239,24
Q4;Agency Plant;Consulting;WC;Master Agent Q;WE;1.06.2018;1.08.2018;2018;8232285;NV;12/31/2018;;1;1610,7;1;1;2065;1610,7
Y4;Agency Plant;Consulting;WC;Master Agent Y;WE;1.09.2018;1.08.2018;2018;56814236;FL;12/31/2018;;1;4980,36;1;1;5929;4980,36
G4;Agency Plant;Consulting;WC;Master Agent G;WE;1.02.2018;1.09.2018;2018;45053166;NV;12/31/2018;;1;5145,18;1;1;5914;5145,18
P8;Agency Plant;Consulting;WC;Master Agent P;WE;1.12.2018;1.09.2018;2018;47321041;MI;12/31/2018;;1;3778,32;1;1;4498;3778,32
M2;Agency Plant;Consulting;WC;Master Agent M;WE;1.01.2018;1.10.2018;2018;90152950;CA;12/31/2018;;1;884,73;1;1;1149;884,73
J4;Agency Plant;Consulting;WC;Master Agent J;WE;1.02.2018;1.10.2018;2018;11422223;SC;12/31/2018;;1;4477,41;1;1;4347;4477,41
Q3;Agency Plant;Consulting;WC;Master Agent Q;WE;1.04.2018;1.10.2018;2018;7460189;RI;12/31/2018;;1;5323,12;1;1;5786;5323,12
H7;Agency Plant;Consulting;WC;Master Agent H;WE;1.09.2018;1.10.2018;2018;32961215;FL;12/31/2018;;1;2894,56;1;1;3664;2894,56
I4;Agency Plant;Consulting;WC;Master Agent I;WE;1.11.2018;1.10.2018;2018;10855418;GA;12/31/2018;;1;3342,35;1;1;3245;3342,35
E5;Agency Plant;Consulting;WC;Master Agent E;WE;1.11.2018;1.11.2018;2018;85063652;MD;12/31/2018;;1;6141,45;1;1;5849;6141,45
L7;Agency Plant;Consulting;WC;Master Agent L;WE;1.08.2018;1.12.2018;2018;10007448;CT;12/31/2018;;1;5299,92;1;1;5196;5299,92
K8;Agency Plant;Consulting;WC;Master Agent K;WE;1.09.2018;1.12.2018;2018;21481513;CA;12/31/2018;;1;4372,5;1;1;4125;4372,5
D7;Agency Plant;Finance & Insurance;WC;Master Agent D;WE;1.07.2018;1.01.2018;2018;60824448;CO;12/31/2018;;1;931,12;1;1;904;931,12
A4;Agency Plant;Finance & Insurance;WC;Master Agent A;WE;1.01.2018;1.03.2018;2018;76872526;MN;12/31/2018;;1;3987,62;1;1;4382;3987,62
I2;Agency Plant;Finance & Insurance;WC;Master Agent I;WE;1.05.2018;1.03.2018;2018;61541341;RI;12/31/2018;;1;3272,3;1;1;3805;3272,3
S4;Agency Plant;Finance & Insurance;WC;Master Agent S;WE;1.06.2018;1.03.2018;2018;68984268;MI;12/31/2018;;1;1498,38;1;1;1469;1498,38
M8;Agency Plant;Finance & Insurance;WC;Master Agent M;WE;1.01.2018;1.05.2018;2018;14384172;MN;12/31/2018;;1;4288,32;1;1;4467;4288,32
Q7;Agency Plant;Finance & Insurance;WC;Master Agent Q;WE;1.12.2018;1.05.2018;2018;59491601;RI;12/31/2018;;1;3306,14;1;1;3119;3306,14
N2;Agency Plant;Finance & Insurance;WC;Master Agent N;WE;1.11.2018;1.06.2018;2018;1111373;SC;12/31/2018;;1;927,32;1;1;956;927,32
Z7;Agency Plant;Finance & Insurance;WC;Master Agent Z;WE;1.01.2018;1.08.2018;2018;5203123;SC;12/31/2018;;1;1572,75;1;1;2097;1572,75
X1;Agency Plant;Finance & Insurance;WC;Master Agent X;WE;1.09.2018;1.09.2018;2018;13414279;CT;12/31/2018;;1;1603,92;1;1;1956;1603,92
Z2;Agency Plant;Finance & Insurance;WC;Master Agent Z;WE;1.02.2018;1.10.2018;2018;65233051;GA;12/31/2018;;1;1192,11;1;1;1509;1192,11
H1;Agency Plant;Finance & Insurance;WC;Master Agent H;WE;1.05.2018;1.10.2018;2018;101802949;FL;12/31/2018;;1;2209,68;1;1;2728;2209,68
O8;Agency Plant;Finance & Insurance;WC;Master Agent O;WE;1.12.2018;1.10.2018;2018;42173535;OR;12/31/2018;;1;2340,05;1;1;2753;2340,05
R2;Agency Plant;Finance & Insurance;WC;Master Agent R;WE;1.02.2018;1.11.2018;2018;98161948;OR;12/31/2018;;1;5025,44;1;1;5128;5025,44
U3;Agency Plant;Other;WC;Master Agent U;WE;1.01.2018;1.06.2018;2018;10439223;NV;12/31/2018;;1;3065,37;1;1;3981;3065,37
S5;Agency Plant;Other;WC;Master Agent S;WE;1.12.2018;1.08.2018;2018;92191382;IL;12/31/2018;;1;887,04;1;1;1056;887,04
K1;Agency Plant;Other;WC;Master Agent K;WE;1.12.2018;1.09.2018;2018;3888694;WA;12/31/2018;;1;3263,37;1;1;3509;3263,37
Y3;Agency Plant;Real Estate;WC;Master Agent Y;WE;1.10.2018;1.06.2018;2018;19082486;OH;12/31/2018;;1;18550,71;1;1;17019;18550,71
N7;Agency Plant;Restaurants;WC;Master Agent N;WE;1.08.2018;1.01.2018;2018;65723636;TX;12/31/2018;;1;13337,6;1;1;16672;13337,6
O8;Agency Plant;Restaurants;WC;Master Agent O;WE;1.10.2018;1.01.2018;2018;117112514;NJ;12/31/2018;;1;10710,7;1;1;13910;10710,7
G2;Agency Plant;Restaurants;WC;Master Agent G;WE;1.07.2018;1.03.2018;2018;116642551;NY;12/31/2018;;1;6664,48;1;1;7244;6664,48
I3;Agency Plant;Restaurants;WC;Master Agent I;WE;1.09.2018;1.03.2018;2018;1346491;TX;12/31/2018;;1;14668,62;1;1;14381;14668,62
U6;Agency Plant;Restaurants;WC;Master Agent U;WE;1.04.2018;1.05.2018;2018;4123690;SC;12/31/2018;;1;5431,72;1;1;7147;5431,72
A5;Agency Plant;Restaurants;WC;Master Agent A;WE;1.07.2018;1.06.2018;2018;10076806;AR;12/31/2018;;1;7956,09;1;1;10071;7956,09
E4;Agency Plant;Restaurants;WC;Master Agent E;WE;1.02.2018;1.07.2018;2018;73781880;CA;12/31/2018;;1;11906;1;1;11906;11906
H3;Agency Plant;Restaurants;WC;Master Agent H;WE;1.03.2018;1.07.2018;2018;1246895;TX;12/31/2018;;1;14017,92;1;1;16688;14017,92
J8;Agency Plant;Restaurants;WC;Master Agent J;WE;1.08.2018;1.07.2018;2018;62372444;CA;12/31/2018;;1;6359,64;1;1;7571;6359,64
E8;Agency Plant;Restaurants;WC;Master Agent E;WE;1.09.2018;1.07.2018;2018;46151414;NV;12/31/2018;;1;8915,15;1;1;11285;8915,15
T5;Agency Plant;Restaurants;WC;Master Agent T;WE;1.01.2018;1.08.2018;2018;22141962;IA;12/31/2018;;1;12765,12;1;1;13297;12765,12
B2;Agency Plant;Restaurants;WC;Master Agent B;WE;1.08.2018;1.08.2018;2018;11820750;TX;12/31/2018;;1;855,47;1;1;1111;855,47
E2;Agency Plant;Restaurants;WC;Master Agent E;WE;1.12.2018;1.09.2018;2018;117742171;WV;12/31/2018;;1;15078,7;1;1;16570;15078,7
B8;Agency Plant;Restaurants;WC;Master Agent B;WE;1.09.2018;1.10.2018;2018;37634295;GA;12/31/2018;;1;8748;1;1;8748;8748
H6;Agency Plant;Restaurants;WC;Master Agent H;WE;1.10.2018;1.12.2018;2018;3297833;CA;12/31/2018;;1;14454,72;1;1;15057;14454,72
B3;Agency Plant;Restaurants;WC;Master Agent B;WE;1.12.2018;1.12.2018;2018;36904175;GA;12/31/2018;;1;8994,24;1;1;9369;8994,24
I5;Agency Plant;Retail Trade;WC;Master Agent I;WE;1.01.2018;1.01.2018;2018;81743;NC;12/31/2018;;1;7754,04;1;1;7602;7754,04
F7;Agency Plant;Retail Trade;WC;Master Agent F;WE;1.09.2018;1.01.2018;2018;82343844;MD;12/31/2018;;1;6107,64;1;1;7271;6107,64
F6;Agency Plant;Retail Trade;WC;Master Agent F;WE;1.06.2018;1.02.2018;2018;83872220;CA;12/31/2018;;1;5377,92;1;1;5602;5377,92
O3;Agency Plant;Retail Trade;WC;Master Agent O;WE;1.07.2018;1.02.2018;2018;3993123;GA;12/31/2018;;1;5351,49;1;1;5517;5351,49
M7;Agency Plant;Retail Trade;WC;Master Agent M;WE;1.02.2018;1.03.2018;2018;60271284;WA;12/31/2018;;1;1342,29;1;1;1329;1342,29
Y5;Agency Plant;Retail Trade;WC;Master Agent Y;WE;1.03.2018;1.03.2018;2018;37982113;NY;12/31/2018;;1;5113,14;1;1;5498;5113,14
I1;Agency Plant;Retail Trade;WC;Master Agent I;WE;1.04.2018;1.03.2018;2018;2978301;IL;12/31/2018;;1;685,8;1;1;762;685,8
X7;Agency Plant;Retail Trade;WC;Master Agent X;WE;1.09.2018;1.03.2018;2018;26593115;TX;12/31/2018;;1;1353,69;1;1;1521;1353,69
F6;Agency Plant;Retail Trade;WC;Master Agent F;WE;1.07.2018;1.04.2018;2018;112093479;IL;12/31/2018;;1;1710,54;1;1;1989;1710,54
G3;Agency Plant;Retail Trade;WC;Master Agent G;WE;1.08.2018;1.04.2018;2018;37981759;VA;12/31/2018;;1;4363,48;1;1;4642;4363,48
O7;Agency Plant;Retail Trade;WC;Master Agent O;WE;1.10.2018;1.04.2018;2018;25102004;TX;12/31/2018;;1;1000,45;1;1;1177;1000,45
L7;Agency Plant;Retail Trade;WC;Master Agent L;WE;1.04.2018;1.05.2018;2018;3597209;OR;12/31/2018;;1;4665,32;1;1;5071;4665,32
M3;Agency Plant;Retail Trade;WC;Master Agent M;WE;1.07.2018;1.07.2018;2018;4027931;NY;12/31/2018;;1;3801,6;1;1;3840;3801,6
I1;Agency Plant;Retail Trade;WC;Master Agent I;WE;1.08.2018;1.07.2018;2018;84001031;MS;12/31/2018;;1;995,2;1;1;1244;995,2
Z5;Agency Plant;Retail Trade;WC;Master Agent Z;WE;1.10.2018;1.07.2018;2018;68512596;ND;12/31/2018;;1;5262,4;1;1;5980;5262,4
D8;Agency Plant;Retail Trade;WC;Master Agent D;WE;1.12.2018;1.07.2018;2018;9304958;SC;12/31/2018;;1;5428,17;1;1;5483;5428,17
H6;Agency Plant;Retail Trade;WC;Master Agent H;WE;1.12.2018;1.07.2018;2018;71044048;MN;12/31/2018;;1;651,02;1;1;757;651,02
H1;Agency Plant;Retail Trade;WC;Master Agent H;WE;1.01.2018;1.08.2018;2018;4167969;CA;12/31/2018;;1;6058,17;1;1;7299;6058,17
B7;Agency Plant;Retail Trade;WC;Master Agent B;WE;1.03.2018;1.08.2018;2018;7476145;TX;12/31/2018;;1;2084,16;1;1;2004;2084,16
D8;Agency Plant;Retail Trade;WC;Master Agent D;WE;1.10.2018;1.08.2018;2018;8355771;VA;12/31/2018;;1;2887,88;1;1;3358;2887,88
E3;Agency Plant;Retail Trade;WC;Master Agent E;WE;1.10.2018;1.08.2018;2018;103612377;SC;12/31/2018;;1;1187,45;1;1;1397;1187,45
B3;Agency Plant;Retail Trade;WC;Master Agent B;WE;1.04.2018;1.09.2018;2018;102393755;TN;12/31/2018;;1;7126,59;1;1;7663;7126,59
E8;Agency Plant;Retail Trade;WC;Master Agent E;WE;1.05.2018;1.09.2018;2018;58174027;MA;12/31/2018;;1;5163,44;1;1;6004;5163,44
J5;Agency Plant;Retail Trade;WC;Master Agent J;WE;1.10.2018;1.10.2018;2018;75473889;WV;12/31/2018;;1;3892,32;1;1;3816;3892,32
X7;Agency Plant;Retail Trade;WC;Master Agent X;WE;1.12.2018;1.11.2018;2018;6099149;NY;12/31/2018;;1;4724,44;1;1;5026;4724,44
C5;Agency Plant;Retail Trade;WC;Master Agent C;WE;1.03.2018;1.12.2018;2018;10657308;IN;12/31/2018;;1;1705;1;1;1550;1705
P4;Agency Plant;Retail Trade;WC;Master Agent P;WE;1.12.2018;1.12.2018;2018;103064457;CT;12/31/2018;;1;1800,9;1;1;2001;1800,9
D5;Agency Plant;Technology;WC;Master Agent D;WE;1.03.2018;1.01.2018;2018;109884082;GA;12/31/2018;;1;792,18;1;1;978;792,18
Q1;Agency Plant;Technology;WC;Master Agent Q;WE;1.08.2018;1.01.2018;2018;83082629;WA;12/31/2018;;1;2445,24;1;1;2982;2445,24
J7;Agency Plant;Technology;WC;Master Agent J;WE;1.09.2018;1.01.2018;2018;32793871;TX;12/31/2018;;1;3802,65;1;1;3765;3802,65
P1;Agency Plant;Technology;WC;Master Agent P;WE;1.09.2018;1.01.2018;2018;68371512;NJ;12/31/2018;;1;602,08;1;1;568;602,08
J2;Agency Plant;Technology;WC;Master Agent J;WE;1.08.2018;1.02.2018;2018;70963142;NJ;12/31/2018;;1;945,12;1;1;1074;945,12
